t, u
179.5,10.944
179.6,10.943
179.7,10.943
179.8,10.943
179.9,10.942
180,10.942
180.1,10.942
180.2,10.941
180.3,10.941
180.4,10.941
180.5,10.94
180.6,10.94
180.7,10.94
180.8,10.94
180.9,10.939
181,10.939
181.1,10.939
181.2,10.938
181.3,10.938
181.4,10.938
181.5,10.937
181.6,10.937
181.7,10.937
181.8,10.936
181.9,10.936
182,10.936
182.1,10.935
182.2,10.933
182.3,10.933
182.4,10.933
182.5,10.933
182.6,10.933
182.7,10.933
182.8,10.933
182.9,10.933
183,10.933
183.1,10.933
183.2,10.933
183.3,10.932
183.4,10.932
183.5,10.932
183.6,10.93
183.7,10.93
183.8,10.93
183.9,10.93
184,10.93
184.1,10.93
184.2,10.929
184.3,10.929
184.4,10.929
184.5,10.929
184.6,10.928
184.7,10.928
184.8,10.928
184.9,10.926
185,10.926
185.1,10.926
185.2,10.926
185.3,10.926
185.4,10.925
185.5,10.925
185.6,10.925
185.7,10.925
185.8,10.925
185.9,10.924
186,10.924
186.1,10.923
186.2,10.923
186.3,10.923
186.4,10.923
186.5,10.922
186.6,10.922
186.7,10.921
186.8,10.921
186.9,10.92
187,10.92
187.1,10.92
187.2,10.92
187.3,10.92
187.4,10.919
187.5,10.919
187.6,10.919
187.7,10.919
187.8,10.918
187.9,10.917
188,10.917
188.1,10.917
188.2,10.916
188.3,10.916
188.4,10.916
188.5,10.916
188.6,10.916
188.7,10.916
188.8,10.916
188.9,10.914
189,10.914
189.1,10.914
189.2,10.914
189.3,10.914
189.4,10.914
189.5,10.912
189.6,10.912
189.7,10.911
189.8,10.911
189.9,10.91
190,10.91
190.1,10.91
190.2,10.909
190.3,10.909
190.4,10.909
190.5,10.909
190.6,10.909
190.7,10.909
190.8,10.908
190.9,10.907
191,10.907
191.1,10.907
191.2,10.907
191.3,10.907
191.4,10.906
191.5,10.906
191.6,10.906
191.7,10.905
191.8,10.905
191.9,10.904
192,10.904
192.1,10.904
192.2,10.904
192.3,10.904
192.4,10.903
192.5,10.903
192.6,10.903
192.7,10.903
192.8,10.902
192.9,10.902
193,10.901
193.1,10.9
193.2,10.9
193.3,10.9
193.4,10.899
193.5,10.898
193.6,10.898
193.7,10.898
193.8,10.898
193.9,10.898
194,10.897
194.1,10.896
194.2,10.894
194.3,10.894
194.4,10.894
194.5,10.894
194.6,10.893
194.7,10.892
194.8,10.891
194.9,10.891
195,10.891
195.1,10.891
195.2,10.891
195.3,10.891
195.4,10.89
195.5,10.89
195.6,10.89
195.7,10.889
195.8,10.889
195.9,10.889
196,10.889
196.1,10.889
196.2,10.888
196.3,10.887
196.4,10.887
196.5,10.886
196.6,10.886
196.7,10.886
196.8,10.886
196.9,10.886
197,10.886
197.1,10.886
197.2,10.886
197.3,10.886
197.4,10.886
197.5,10.886
197.6,10.886
197.7,10.886
197.8,10.885
197.9,10.884
198,10.884
198.1,10.884
198.2,10.881
198.3,10.881
198.4,10.881
198.5,10.881
198.6,10.881
198.7,10.881
198.8,10.881
198.9,10.881
199,10.881
199.1,10.881
199.2,10.881
199.3,10.881
199.4,10.881
199.5,10.881
199.6,10.88
199.7,10.88
199.8,10.88
199.9,10.88
200,10.88
200.1,10.88
200.2,10.88
200.3,10.88
200.4,10.88
200.5,10.879
200.6,10.879
200.7,10.879
200.8,10.878
200.9,10.878
201,10.878
201.1,10.877
201.2,10.877
201.3,10.877
201.4,10.877
201.5,10.876
201.6,10.876
201.7,10.876
201.8,10.875
201.9,10.875
202,10.875
202.1,10.874
202.2,10.874
202.3,10.874
202.4,10.874
202.5,10.874
202.6,10.874
202.7,10.874
202.8,10.873
202.9,10.873
203,10.873
203.1,10.872
203.2,10.872
203.3,10.872
203.4,10.871
203.5,10.871
203.6,10.87
203.7,10.87
203.8,10.869
203.9,10.869
204,10.869
204.1,10.869
204.2,10.869
204.3,10.869
204.4,10.869
204.5,10.869
204.6,10.869
204.7,10.869
204.8,10.869
204.9,10.868
205,10.868
205.1,10.867
205.2,10.867
205.3,10.867
205.4,10.867
205.5,10.867
205.6,10.866
205.7,10.866
205.8,10.865
205.9,10.865
206,10.865
206.1,10.864
206.2,10.864
206.3,10.864
206.4,10.864
206.5,10.863
206.6,10.863
206.7,10.863
206.8,10.863
206.9,10.863
207,10.863
207.1,10.863
207.2,10.863
207.3,10.863
207.4,10.862
207.5,10.862
207.6,10.862
207.7,10.862
207.8,10.861
207.9,10.861
208,10.861
208.1,10.861
208.2,10.861
208.3,10.861
208.4,10.86
208.5,10.86
208.6,10.86
208.7,10.86
208.8,10.86
208.9,10.859
209,10.859
209.1,10.859
209.2,10.859
209.3,10.859
209.4,10.859
209.5,10.859
209.6,10.859
209.7,10.858
209.8,10.857
209.9,10.857
210,10.857
210.1,10.856
210.2,10.856
210.3,10.856
210.4,10.856
210.5,10.856
210.6,10.856
210.7,10.856
210.8,10.855
210.9,10.855
211,10.855
211.1,10.855
211.2,10.855
211.3,10.855
211.4,10.855
211.5,10.855
211.6,10.855
211.7,10.854
211.8,10.854
211.9,10.854
212,10.854
212.1,10.853
212.2,10.853
212.3,10.853
212.4,10.853
212.5,10.853
212.6,10.852
212.7,10.851
212.8,10.851
212.9,10.851
213,10.851
213.1,10.851
213.2,10.851
213.3,10.851
213.4,10.851
213.5,10.851
213.6,10.851
213.7,10.85
213.8,10.85
213.9,10.85
214,10.849
214.1,10.849
214.2,10.849
214.3,10.849
214.4,10.848
214.5,10.848
214.6,10.848
214.7,10.848
214.8,10.848
214.9,10.848
215,10.848
215.1,10.848
215.2,10.848
215.3,10.848
215.4,10.848
215.5,10.848
215.6,10.848
215.7,10.848
215.8,10.848
215.9,10.847
216,10.847
216.1,10.847
216.2,10.847
216.3,10.847
216.4,10.847
216.5,10.847
216.6,10.846
216.7,10.846
216.8,10.846
216.9,10.845
217,10.845
217.1,10.845
217.2,10.845
217.3,10.845
217.4,10.844
217.5,10.844
217.6,10.844
217.7,10.844
217.8,10.843
217.9,10.843
218,10.842
218.1,10.842
218.2,10.842
218.3,10.842
218.4,10.842
218.5,10.842
218.6,10.842
218.7,10.841
218.8,10.841
218.9,10.841
219,10.841
219.1,10.841
219.2,10.841
219.3,10.841
219.4,10.841
